Order ID,Customer Name,Category,Sub Category,City,Sales,Profit
OD2243,Arvind,Bakery,Biscuits,Ramanadhapuram,2267,612.09
OD2244,Sudha,Beverages,Soft Drinks,Tenkasi,821,221.67
OD2245,Ridhesh,Bakery,Breads & Buns,Karur,2473,1038.66
OD2246,Willams,Beverages,Soft Drinks,Tirunelveli,2478,941.64
OD2247,Verma,Oil & Masala,Masalas,Coimbatore,637,121.03
OD2248,Malik,Food Grains,Rice,Cumbum,813,317.07
OD2249,Ganesh,Food Grains,Atta & Flour,Tenkasi,502,145.58
OD2250,Sheeba,Snacks,Noodles,Ramanadhapuram,2119,847.6
OD2251,Aditi,Food Grains,Dals & Pulses,Vellore,1149,103.41
OD2252,Veena,Snacks,Cookies,Viluppuram,1400,336
OD2253,Veena,Bakery,Breads & Buns,Dindigul,1486,208.04
OD2254,Hussain,Snacks,Noodles,Cumbum,1847,591.04
OD2255,Sheeba,"Eggs, Meat & Fish",Fish,Madurai,1197,83.79
OD2256,Kumar,Food Grains,Atta & Flour,Tirunelveli,2180,806.6
OD2257,Akash,Fruits & Veggies,Fresh Fruits,Bodi,1710,307.8
OD2258,Vidya,Oil & Masala,Masalas,Namakkal,2138,897.96
OD2259,Shah,"Eggs, Meat & Fish",Mutton,Kanyakumari,1203,529.32
OD2260,Alan,Snacks,Noodles,Theni,2000,800
OD2261,Ramesh,"Eggs, Meat & Fish",Chicken,Vellore,1652,627.76
OD2262,Verma,Oil & Masala,Spices,Kanyakumari,1676,603.36
OD2263,Sudeep,Food Grains,Dals & Pulses,Madurai,558,195.3
OD2264,Surya,Bakery,Breads & Buns,Vellore,1102,319.58
OD2265,Peer,Fruits & Veggies,Organic Fruits,Bodi,1651,561.34
OD2266,Esther,Beverages,Health Drinks,Trichy,2305,530.15
OD2267,Veena,Snacks,Chocolates,Dharmapuri,2132,618.28
OD2268,Ram,Oil & Masala,Spices,Ramanadhapuram,1000,130
OD2269,Shree,Snacks,Noodles,Nagercoil,854,324.52
OD2270,Roshan,Bakery,Breads & Buns,Vellore,1052,105.2
OD2271,Sabeela,Snacks,Cookies,Pudukottai,814,113.96
OD2272,Adavan,Fruits & Veggies,Organic Vegetables,Cumbum,2285,776.9
OD2273,Ram,Fruits & Veggies,Fresh Fruits,Dindigul,2154,150.78
OD2274,Sharon,Food Grains,Organic Staples,Ooty,1721,258.15
OD2275,Amy,Snacks,Noodles,Pudukottai,2092,648.52
OD2276,Jackson,Bakery,Cakes,Kanyakumari,611,30.55
OD2277,Rumaiza,Bakery,Cakes,Ramanadhapuram,2304,852.48
OD2278,Sudha,Snacks,Cookies,Ooty,904,361.6
OD2279,Sheeba,Snacks,Chocolates,Trichy,1557,498.24
OD2280,Alan,Food Grains,Atta & Flour,Cumbum,2391,239.1
OD2281,Arutra,"Eggs, Meat & Fish",Fish,Cumbum,1450,594.5
OD2282,Harish,Bakery,Cakes,Bodi,1996,778.44
OD2283,Suresh,Food Grains,Organic Staples,Karur,1069,224.49
OD2284,Veena,Fruits & Veggies,Fresh Vegetables,Ooty,1586,190.32
OD2285,Anu,Snacks,Noodles,Ramanadhapuram,605,84.7
OD2286,Sudha,"Eggs, Meat & Fish",Mutton,Tenkasi,1937,116.22
OD2287,Mathew,Beverages,Health Drinks,Krishnagiri,1465,336.95
OD2288,Alan,Snacks,Cookies,Chennai,1375,426.25
OD2289,Ravi,Food Grains,Dals & Pulses,Namakkal,1450,435
OD2290,Sudeep,"Eggs, Meat & Fish",Mutton,Madurai,901,342.38
OD2291,Ram,Food Grains,Organic Staples,Dharmapuri,1255,263.55
OD2292,Hussain,Fruits & Veggies,Organic Fruits,Dindigul,609,164.43
OD2293,Aditi,Fruits & Veggies,Organic Fruits,Nagercoil,2306,899.34
OD2294,Krithika,Bakery,Cakes,Pudukottai,1812,471.12
OD2295,Hussain,Food Grains,Atta & Flour,Pudukottai,1241,260.61
OD2296,Kumar,Bakery,Cakes,Vellore,575,40.25
OD2297,Surya,Beverages,Soft Drinks,Chennai,2197,637.13
OD2298,Ganesh,Oil & Masala,Edible Oil & Ghee,Salem,1749,349.8
OD2299,Mathew,Food Grains,Organic Staples,Nagercoil,1010,313.1
OD2300,Peer,Beverages,Soft Drinks,Theni,1976,276.64
OD2301,Vidya,"Eggs, Meat & Fish",Mutton,Madurai,2147,751.45
OD2302,Ravi,Bakery,Cakes,Chennai,1322,475.92
OD2303,Veronica,Snacks,Cookies,Salem,1589,492.59
OD2304,Muneer,Snacks,Noodles,Salem,1875,431.25
OD2305,Peer,Fruits & Veggies,Organic Vegetables,Krishnagiri,2470,889.2
OD2306,Adavan,Oil & Masala,Masalas,Dindigul,2068,372.24
OD2307,Veronica,Bakery,Cakes,Dharmapuri,1624,487.2
OD2308,Amrish,Food Grains,Atta & Flour,Perambalur,1702,221.26
OD2309,Haseena,Oil & Masala,Masalas,Chennai,2014,463.22
OD2310,James,Food Grains,Rice,Trichy,1343,564.06
OD2311,Yadav,Fruits & Veggies,Organic Fruits,Vellore,843,143.31
OD2312,Yusuf,Food Grains,Organic Staples,Kanyakumari,685,226.05
OD2313,Willams,"Eggs, Meat & Fish",Eggs,Dindigul,1507,587.73
OD2314,Harish,"Eggs, Meat & Fish",Chicken,Perambalur,1618,258.88
OD2315,Yusuf,Bakery,Breads & Buns,Virudhunagar,1393,139.3
OD2316,Hafiz,Oil & Masala,Masalas,Ramanadhapuram,2285,662.65
OD2317,Sabeela,Bakery,Breads & Buns,Kanyakumari,1657,347.97
OD2318,Akash,Food Grains,Dals & Pulses,Bodi,1363,231.71
OD2319,Adavan,Bakery,Breads & Buns,Kanyakumari,1029,133.77
OD2320,Ram,Food Grains,Rice,Pudukottai,1849,184.9
OD2321,Peer,Bakery,Breads & Buns,Pudukottai,578,225.42
OD2322,Sheeba,Beverages,Health Drinks,Perambalur,1663,399.12
OD2323,Haseena,Snacks,Chocolates,Theni,1406,168.72
OD2324,Hafiz,Oil & Masala,Edible Oil & Ghee,Coimbatore,713,71.3
OD2325,Veronica,Food Grains,Rice,Krishnagiri,2138,641.4
OD2326,Ridhesh,Bakery,Biscuits,Dharmapuri,1438,86.28
OD2327,Willams,"Eggs, Meat & Fish",Fish,Chennai,1293,297.39
OD2328,Hafiz,Bakery,Cakes,Karur,929,167.22
OD2329,Harish,Beverages,Health Drinks,Virudhunagar,2335,887.3
OD2330,Surya,Food Grains,Atta & Flour,Salem,1675,418.75
OD2331,Rumaiza,Oil & Masala,Masalas,Perambalur,1414,339.36
OD2332,Verma,"Eggs, Meat & Fish",Eggs,Pudukottai,2052,287.28
OD2333,Alan,Oil & Masala,Edible Oil & Ghee,Kanyakumari,1579,615.81
OD2334,Verma,Oil & Masala,Masalas,Karur,1936,348.48
OD2335,Ram,Snacks,Noodles,Dharmapuri,894,169.86
OD2336,Sudeep,Food Grains,Organic Staples,Coimbatore,2442,1025.64
OD2337,Anu,Food Grains,Rice,Kanyakumari,2310,231
OD2338,Arutra,Beverages,Health Drinks,Vellore,2055,924.75
OD2339,Rumaiza,Beverages,Health Drinks,Pudukottai,1347,552.27
OD2340,Aditi,Snacks,Chocolates,Theni,1717,291.89
OD2341,Shree,Food Grains,Organic Staples,Dharmapuri,2069,558.63
OD2342,Hafiz,Snacks,Cookies,Dharmapuri,1816,817.2
OD2343,James,Food Grains,Rice,Vellore,2232,848.16
OD2344,Muneer,Fruits & Veggies,Fresh Vegetables,Perambalur,1554,466.2
OD2345,Anu,Food Grains,Atta & Flour,Krishnagiri,629,69.19
OD2346,Arvind,Oil & Masala,Masalas,Dindigul,1066,138.58
OD2347,Veena,Oil & Masala,Spices,Dindigul,1998,459.54
OD2348,Verma,Fruits & Veggies,Organic Vegetables,Perambalur,603,229.14
OD2349,Peer,Bakery,Breads & Buns,Dindigul,1331,199.65
OD2350,Malik,Beverages,Soft Drinks,Ramanadhapuram,2451,269.61
OD2351,Rumaiza,Food Grains,Dals & Pulses,Cumbum,1880,206.8
OD2352,Sudeep,Snacks,Noodles,Bodi,747,246.51
OD2353,Harish,"Eggs, Meat & Fish",Mutton,Virudhunagar,609,60.9
OD2354,Sheeba,Snacks,Chocolates,Namakkal,1495,269.1
OD2355,James,Beverages,Soft Drinks,Kanyakumari,2394,502.74
OD2356,Jonas,"Eggs, Meat & Fish",Eggs,Virudhunagar,1637,540.21
OD2357,Hafiz,Fruits & Veggies,Fresh Fruits,Namakkal,614,178.06
OD2358,Anu,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,1755,175.5
OD2359,Surya,Beverages,Health Drinks,Tirunelveli,1630,342.3
OD2360,Alan,Fruits & Veggies,Organic Fruits,Ooty,645,174.15
OD2361,Amy,"Eggs, Meat & Fish",Eggs,Viluppuram,1080,108
OD2362,Malik,Food Grains,Dals & Pulses,Dindigul,584,140.16
OD2363,Shah,Fruits & Veggies,Fresh Fruits,Krishnagiri,689,103.35
OD2364,Komal,"Eggs, Meat & Fish",Fish,Theni,960,393.6
OD2365,Komal,Oil & Masala,Masalas,Cumbum,589,182.59
OD2366,Sundar,Snacks,Chocolates,Chennai,1715,102.9
OD2367,Haseena,Oil & Masala,Spices,Salem,1495,523.25
OD2368,James,Fruits & Veggies,Organic Fruits,Chennai,1751,472.77
OD2369,Surya,Fruits & Veggies,Fresh Vegetables,Coimbatore,744,96.72
OD2370,Ravi,Snacks,Noodles,Theni,1217,170.38
OD2371,Willams,"Eggs, Meat & Fish",Mutton,Theni,2327,698.1
OD2372,Anu,Snacks,Chocolates,Madurai,1163,441.94
OD2373,Sheeba,"Eggs, Meat & Fish",Chicken,Bodi,2466,295.92
OD2374,Hussain,Food Grains,Rice,Tirunelveli,1575,598.5
OD2375,Akash,Snacks,Cookies,Perambalur,2354,847.44
OD2376,Suresh,"Eggs, Meat & Fish",Mutton,Bodi,2380,999.6
OD2377,Arutra,Fruits & Veggies,Organic Vegetables,Namakkal,1520,608
OD2378,Shah,Fruits & Veggies,Organic Vegetables,Tirunelveli,1941,854.04
OD2379,Ridhesh,Bakery,Breads & Buns,Trichy,2309,253.99
OD2380,Shree,Snacks,Noodles,Nagercoil,609,243.6
OD2381,Sudeep,"Eggs, Meat & Fish",Chicken,Dindigul,772,54.04
OD2382,Kumar,Snacks,Noodles,Nagercoil,683,157.09
OD2383,Vince,"Eggs, Meat & Fish",Mutton,Namakkal,1754,87.7
OD2384,Harish,Bakery,Breads & Buns,Tirunelveli,1717,772.65
OD2385,Peer,"Eggs, Meat & Fish",Chicken,Trichy,1450,72.5
OD2386,Veena,Fruits & Veggies,Organic Vegetables,Pudukottai,513,61.56
OD2387,Willams,Oil & Masala,Masalas,Karur,1382,248.76
OD2388,Ramesh,Snacks,Chocolates,Tirunelveli,564,33.84
OD2389,James,Oil & Masala,Spices,Chennai,2394,454.86
OD2390,Sundar,Snacks,Chocolates,Vellore,1095,481.8
OD2391,Shah,Beverages,Health Drinks,Perambalur,2246,965.78
OD2392,Shah,Bakery,Breads & Buns,Bodi,920,202.4
OD2393,Amy,Bakery,Breads & Buns,Viluppuram,2205,815.85
OD2394,Ridhesh,Beverages,Health Drinks,Ooty,521,192.77
OD2395,Veronica,Beverages,Health Drinks,Nagercoil,1527,488.64
OD2396,Ramesh,Bakery,Cakes,Theni,2458,221.22
OD2397,Akash,"Eggs, Meat & Fish",Fish,Vellore,2181,719.73
OD2398,Amrish,"Eggs, Meat & Fish",Eggs,Ooty,2065,619.5
OD2399,Veena,Beverages,Soft Drinks,Pudukottai,1839,717.21
OD2400,Jackson,Beverages,Soft Drinks,Virudhunagar,1148,482.16
OD2401,James,Bakery,Cakes,Madurai,1506,451.8
OD2402,Harish,Bakery,Biscuits,Ooty,2484,968.76
OD2403,Alan,Oil & Masala,Spices,Dharmapuri,1203,132.33
OD2404,Shah,Beverages,Soft Drinks,Coimbatore,1841,405.02
OD2405,Harish,Fruits & Veggies,Fresh Fruits,Salem,1063,74.41
OD2406,Rumaiza,Beverages,Health Drinks,Ooty,743,74.3
OD2407,Sharon,Beverages,Health Drinks,Chennai,2186,371.62
OD2408,Roshan,Snacks,Chocolates,Dindigul,2215,221.5
OD2409,Arvind,Bakery,Cakes,Chennai,1410,352.5
OD2410,Ram,Snacks,Cookies,Virudhunagar,928,120.64
OD2411,Arvind,Food Grains,Organic Staples,Ramanadhapuram,1621,697.03
OD2412,Surya,Bakery,Biscuits,Perambalur,1365,204.75
OD2413,Vince,Oil & Masala,Masalas,Bodi,912,54.72
OD2414,Roshan,Food Grains,Dals & Pulses,Tirunelveli,1641,361.02
OD2415,Sundar,Snacks,Noodles,Trichy,637,203.84
OD2416,Sudeep,Food Grains,Rice,Pudukottai,2306,1037.7
OD2417,Sharon,"Eggs, Meat & Fish",Chicken,Dharmapuri,688,137.6
OD2418,Haseena,Snacks,Chocolates,Viluppuram,1004,341.36
OD2419,Amy,Food Grains,Atta & Flour,Ramanadhapuram,2435,365.25
OD2420,Yusuf,Bakery,Biscuits,Coimbatore,2079,270.27
OD2421,Vidya,Snacks,Noodles,Coimbatore,2219,976.36
OD2422,Amrish,Snacks,Noodles,Dindigul,1783,392.26
OD2423,Arutra,Beverages,Health Drinks,Salem,2014,382.66
OD2424,Rumaiza,Oil & Masala,Edible Oil & Ghee,Dharmapuri,662,132.4
OD2425,Sudha,Beverages,Health Drinks,Vellore,1839,662.04
OD2426,Rumaiza,Beverages,Soft Drinks,Cumbum,922,46.1
OD2427,Sundar,Snacks,Chocolates,Tenkasi,1012,172.04
OD2428,Yadav,Snacks,Noodles,Kanyakumari,1126,146.38
OD2429,Sabeela,Food Grains,Dals & Pulses,Krishnagiri,2132,533
OD2430,Sabeela,Fruits & Veggies,Organic Vegetables,Coimbatore,583,169.07
OD2431,Adavan,Oil & Masala,Spices,Tenkasi,1239,223.02
OD2432,Roshan,Beverages,Health Drinks,Karur,2078,872.76
OD2433,Anu,Beverages,Health Drinks,Chennai,2418,701.22
OD2434,Haseena,Fruits & Veggies,Fresh Fruits,Ooty,1442,519.12
OD2435,Jackson,"Eggs, Meat & Fish",Mutton,Vellore,907,353.73
OD2436,Akash,Oil & Masala,Spices,Ooty,2189,875.6
OD2437,Arvind,Snacks,Noodles,Theni,940,75.2
OD2438,Vidya,Oil & Masala,Masalas,Nagercoil,1092,283.92
OD2439,Ravi,Fruits & Veggies,Fresh Fruits,Salem,1251,137.61
OD2440,Veena,Snacks,Chocolates,Tirunelveli,1031,350.54
OD2441,Ganesh,Bakery,Breads & Buns,Virudhunagar,1511,438.19
OD2442,Sharon,Beverages,Health Drinks,Ooty,577,259.65
OD2443,Peer,Snacks,Chocolates,Coimbatore,1264,480.32
OD2444,Ravi,Snacks,Chocolates,Dindigul,2500,300
OD2445,Hafiz,"Eggs, Meat & Fish",Mutton,Coimbatore,1747,454.22
OD2446,Amrish,Snacks,Noodles,Chennai,589,164.92
OD2447,Kumar,Beverages,Health Drinks,Virudhunagar,1598,639.2
OD2448,Shree,Food Grains,Rice,Ooty,1848,332.64
OD2449,Willams,Food Grains,Organic Staples,Chennai,1327,66.35
OD2450,Komal,Food Grains,Organic Staples,Tirunelveli,1375,151.25
OD2451,Verma,Oil & Masala,Edible Oil & Ghee,Tirunelveli,2375,760
OD2452,Komal,"Eggs, Meat & Fish",Eggs,Salem,2248,899.2
OD2453,Vidya,Oil & Masala,Spices,Pudukottai,630,94.5
OD2454,Sabeela,"Eggs, Meat & Fish",Fish,Vellore,808,226.24
OD2455,Kumar,Snacks,Cookies,Coimbatore,1923,576.9
OD2456,James,Bakery,Breads & Buns,Kanyakumari,732,300.12
OD2457,Arutra,Bakery,Breads & Buns,Krishnagiri,1254,313.5
OD2458,Peer,"Eggs, Meat & Fish",Eggs,Theni,1607,594.59
OD2459,Alan,Food Grains,Rice,Viluppuram,1687,101.22
OD2460,Shree,Beverages,Health Drinks,Cumbum,1805,433.2
OD2461,Peer,"Eggs, Meat & Fish",Mutton,Perambalur,2089,396.91
OD2462,Krithika,Fruits & Veggies,Organic Fruits,Ooty,2126,403.94
OD2463,Peer,Food Grains,Organic Staples,Kanyakumari,2278,1025.1
OD2464,Vinne,Food Grains,Atta & Flour,Viluppuram,1059,254.16
OD2465,Shree,Oil & Masala,Edible Oil & Ghee,Chennai,795,325.95
OD2466,Amy,Snacks,Chocolates,Namakkal,1306,130.6
OD2467,Mathew,Fruits & Veggies,Fresh Vegetables,Tenkasi,1079,151.06
OD2468,Sundar,Beverages,Health Drinks,Coimbatore,2147,923.21
OD2469,Peer,Food Grains,Dals & Pulses,Ooty,679,210.49
OD2470,Sabeela,Bakery,Breads & Buns,Coimbatore,1652,644.28
OD2471,Vidya,Oil & Masala,Spices,Ooty,1423,583.43
OD2472,Rumaiza,Food Grains,Organic Staples,Krishnagiri,1046,135.98
OD2473,Arvind,Bakery,Cakes,Karur,1526,595.14
OD2474,Jonas,Bakery,Cakes,Salem,1541,169.51
OD2475,Komal,Beverages,Health Drinks,Cumbum,2472,939.36
OD2476,James,Oil & Masala,Edible Oil & Ghee,Vellore,1233,61.65
OD2477,Esther,"Eggs, Meat & Fish",Fish,Vellore,1399,475.66
OD2478,Anu,Beverages,Soft Drinks,Kanyakumari,2239,492.58
OD2479,Jonas,Snacks,Cookies,Karur,1992,458.16
OD2480,Malik,Oil & Masala,Spices,Ooty,2429,825.86
OD2481,Shah,Oil & Masala,Masalas,Cumbum,2455,368.25
OD2482,Amrish,Bakery,Breads & Buns,Pudukottai,2285,776.9
OD2483,Haseena,"Eggs, Meat & Fish",Chicken,Madurai,1797,610.98
OD2484,Arvind,Oil & Masala,Edible Oil & Ghee,Tenkasi,649,181.72
OD2485,Jonas,Beverages,Soft Drinks,Salem,2500,175
OD2486,Ridhesh,Beverages,Health Drinks,Vellore,2100,399
OD2487,Sundar,Snacks,Cookies,Tenkasi,1415,169.8
OD2488,Rumaiza,Snacks,Chocolates,Namakkal,2266,317.24
OD2489,Sharon,Bakery,Biscuits,Coimbatore,2463,714.27
OD2490,Sabeela,"Eggs, Meat & Fish",Eggs,Nagercoil,2136,833.04
OD2491,Vince,Food Grains,Rice,Salem,2171,868.4
OD2492,Hafiz,Oil & Masala,Spices,Pudukottai,2202,748.68
OD2493,Arutra,Oil & Masala,Masalas,Pudukottai,1657,182.27
OD2494,Suresh,Snacks,Chocolates,Coimbatore,563,157.64
OD2495,Vidya,Fruits & Veggies,Fresh Fruits,Kanyakumari,710,312.4
OD2496,Anu,Beverages,Health Drinks,Vellore,1775,266.25
OD2497,Shah,Beverages,Soft Drinks,Dindigul,963,144.45
OD2498,Kumar,Beverages,Soft Drinks,Vellore,1266,557.04
OD2499,Akash,Snacks,Noodles,Chennai,874,384.56
OD2500,Sudeep,Snacks,Noodles,Krishnagiri,2330,885.4
OD2501,Adavan,Beverages,Health Drinks,Kanyakumari,2440,512.4
OD2502,Willams,Food Grains,Organic Staples,Pudukottai,2174,782.64
OD2503,Komal,Fruits & Veggies,Fresh Vegetables,Dharmapuri,1418,326.14
OD2504,Vidya,Food Grains,Dals & Pulses,Perambalur,2134,960.3
OD2505,Suresh,Beverages,Soft Drinks,Theni,1833,696.54
OD2506,Roshan,Fruits & Veggies,Organic Fruits,Coimbatore,1087,108.7
OD2507,Esther,"Eggs, Meat & Fish",Fish,Kanyakumari,2439,512.19
OD2508,Roshan,Food Grains,Atta & Flour,Theni,880,61.6
OD2509,Verma,Fruits & Veggies,Fresh Fruits,Karur,1232,492.8
OD2510,Haseena,Food Grains,Rice,Ramanadhapuram,801,264.33
OD2511,Amy,Beverages,Health Drinks,Madurai,2087,918.28
OD2512,Surya,"Eggs, Meat & Fish",Chicken,Dindigul,704,112.64
OD2513,Amrish,Fruits & Veggies,Organic Vegetables,Kanyakumari,1844,331.92
OD2514,Surya,Snacks,Chocolates,Nagercoil,1304,417.28
OD2515,Akash,Fruits & Veggies,Organic Fruits,Pudukottai,925,379.25
OD2516,Shah,Food Grains,Organic Staples,Ooty,807,347.01
OD2517,Rumaiza,Snacks,Chocolates,Madurai,735,286.65
OD2518,Shah,Beverages,Health Drinks,Tenkasi,989,207.69
OD2519,Sudeep,Food Grains,Atta & Flour,Krishnagiri,2412,940.68
OD2520,Sundar,Fruits & Veggies,Fresh Vegetables,Pudukottai,793,333.06
OD2521,Hafiz,Bakery,Breads & Buns,Ramanadhapuram,959,115.08
OD2522,Shree,Food Grains,Dals & Pulses,Virudhunagar,784,164.64
OD2523,Ravi,Snacks,Chocolates,Ooty,1073,311.17
OD2524,Arutra,"Eggs, Meat & Fish",Chicken,Chennai,517,155.1
OD2525,Verma,Bakery,Cakes,Krishnagiri,1745,244.3
OD2526,Arvind,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,771,185.04
OD2527,Alan,Fruits & Veggies,Organic Fruits,Dindigul,1726,776.7
OD2528,Yusuf,Oil & Masala,Masalas,Dindigul,1897,455.28
OD2529,Vince,"Eggs, Meat & Fish",Eggs,Namakkal,2404,1033.72
OD2530,Aditi,Snacks,Noodles,Tirunelveli,907,199.54
OD2531,Ravi,Fruits & Veggies,Organic Vegetables,Nagercoil,1905,495.3
OD2532,Amrish,Oil & Masala,Spices,Salem,640,102.4
OD2533,Esther,"Eggs, Meat & Fish",Mutton,Krishnagiri,2260,542.4
OD2534,Veronica,Bakery,Cakes,Dharmapuri,1872,149.76
OD2535,Muneer,Food Grains,Atta & Flour,Karur,2111,232.21
OD2536,Haseena,Food Grains,Dals & Pulses,Dharmapuri,2323,1045.35
OD2537,Sudeep,Oil & Masala,Spices,Tirunelveli,2396,431.28
OD2538,Sundar,Food Grains,Organic Staples,Salem,1479,354.96
OD2539,Amy,Beverages,Health Drinks,Karur,1474,619.08
OD2540,Vinne,Snacks,Noodles,Karur,2495,499
OD2541,Amrish,Food Grains,Rice,Madurai,984,314.88
OD2542,Vidya,"Eggs, Meat & Fish",Mutton,Kanyakumari,1282,461.52
OD2543,Harish,Bakery,Cakes,Vellore,607,157.82
OD2544,Veena,Fruits & Veggies,Fresh Vegetables,Vellore,888,71.04
OD2545,Esther,Oil & Masala,Edible Oil & Ghee,Virudhunagar,512,71.68
OD2546,Shah,Food Grains,Dals & Pulses,Dindigul,696,118.32
OD2547,Muneer,Snacks,Chocolates,Perambalur,1499,119.92
OD2548,Esther,Food Grains,Rice,Vellore,1925,500.5
OD2549,Sabeela,Food Grains,Rice,Perambalur,670,154.1
OD2550,Malik,Fruits & Veggies,Organic Vegetables,Virudhunagar,2147,493.81
OD2551,Ram,"Eggs, Meat & Fish",Eggs,Krishnagiri,1152,414.72
OD2552,Esther,Beverages,Health Drinks,Chennai,1136,454.4
OD2553,Arvind,"Eggs, Meat & Fish",Eggs,Madurai,2464,813.12
OD2554,Amrish,Beverages,Soft Drinks,Dindigul,1911,114.66
OD2555,Adavan,Food Grains,Organic Staples,Bodi,2459,786.88
OD2556,Jonas,Fruits & Veggies,Organic Vegetables,Bodi,2361,708.3
OD2557,Ram,Oil & Masala,Spices,Vellore,2245,359.2
OD2558,Aditi,Beverages,Health Drinks,Viluppuram,2290,755.7
OD2559,Haseena,Bakery,Breads & Buns,Tenkasi,1666,299.88
OD2560,Sharon,Bakery,Biscuits,Namakkal,2002,440.44
OD2561,Hussain,Food Grains,Atta & Flour,Dharmapuri,1097,131.64
OD2562,Haseena,Food Grains,Atta & Flour,Dindigul,1301,169.13
OD2563,Anu,"Eggs, Meat & Fish",Mutton,Kanyakumari,1958,215.38
OD2564,Ravi,Oil & Masala,Edible Oil & Ghee,Namakkal,683,184.41
OD2565,Ganesh,Snacks,Noodles,Karur,2171,434.2
OD2566,Amrish,Bakery,Breads & Buns,Bodi,1344,188.16
OD2567,Sheeba,Fruits & Veggies,Organic Vegetables,Madurai,1790,393.8
OD2568,Veena,Food Grains,Organic Staples,Nagercoil,1768,88.4
OD2569,Haseena,Oil & Masala,Spices,Kanyakumari,1355,311.65
OD2570,Vidya,Beverages,Soft Drinks,Dindigul,734,176.16
OD2571,Peer,Bakery,Biscuits,Ooty,790,110.6
OD2572,Willams,Food Grains,Atta & Flour,Salem,2206,176.48
OD2573,Amy,Bakery,Cakes,Trichy,2216,642.64
OD2574,Adavan,Fruits & Veggies,Organic Vegetables,Karur,1702,374.44
OD2575,Sabeela,Food Grains,Dals & Pulses,Vellore,1753,280.48
OD2576,Ganesh,Snacks,Chocolates,Karur,1511,468.41
OD2577,Veena,Oil & Masala,Masalas,Dharmapuri,1027,92.43
OD2578,James,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,1746,174.6
OD2579,Mathew,Fruits & Veggies,Organic Fruits,Dindigul,1278,319.5
OD2580,Adavan,Fruits & Veggies,Organic Fruits,Chennai,585,175.5
OD2581,Esther,Oil & Masala,Edible Oil & Ghee,Theni,1083,108.3
OD2582,Sundar,"Eggs, Meat & Fish",Chicken,Chennai,1638,196.56
OD2583,Sudeep,"Eggs, Meat & Fish",Chicken,Theni,2452,539.44
OD2584,Roshan,Fruits & Veggies,Fresh Vegetables,Theni,1030,144.2
OD2585,Arutra,Snacks,Chocolates,Dindigul,2002,740.74
OD2586,Amy,Fruits & Veggies,Fresh Fruits,Salem,782,273.7
OD2587,Kumar,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,1757,404.11
OD2588,Jonas,Bakery,Cakes,Salem,639,261.99
OD2589,Veronica,Fruits & Veggies,Organic Fruits,Dharmapuri,1279,76.74
OD2590,Sudeep,Fruits & Veggies,Organic Vegetables,Trichy,1495,478.4
OD2591,Muneer,Food Grains,Dals & Pulses,Chennai,2370,568.8
OD2592,Veronica,Food Grains,Dals & Pulses,Bodi,2437,243.7
OD2593,Akash,Food Grains,Rice,Theni,1173,129.03
OD2594,Surya,Food Grains,Organic Staples,Trichy,1561,249.76
OD2595,Shah,"Eggs, Meat & Fish",Eggs,Ooty,1471,88.26
OD2596,Willams,Snacks,Noodles,Tirunelveli,615,92.25
OD2597,Komal,Bakery,Breads & Buns,Vellore,2259,384.03
OD2598,Ravi,Food Grains,Atta & Flour,Theni,2437,121.85
OD2599,Arvind,Fruits & Veggies,Fresh Vegetables,Dharmapuri,2266,181.28
OD2600,Surya,Beverages,Soft Drinks,Karur,1791,770.13
OD2601,Malik,Food Grains,Organic Staples,Vellore,985,443.25
OD2602,Ravi,Food Grains,Atta & Flour,Salem,588,129.36
OD2603,Shree,Snacks,Noodles,Tirunelveli,1695,762.75
OD2604,Sheeba,Food Grains,Rice,Madurai,2478,594.72
OD2605,Sabeela,Beverages,Health Drinks,Viluppuram,548,49.32
OD2606,Yusuf,Bakery,Breads & Buns,Tenkasi,1467,396.09
OD2607,Surya,Snacks,Cookies,Viluppuram,915,256.2
OD2608,Haseena,Beverages,Health Drinks,Viluppuram,916,219.84
OD2609,Veronica,Oil & Masala,Masalas,Kanyakumari,1034,341.22
OD2610,Amrish,"Eggs, Meat & Fish",Fish,Dharmapuri,1772,230.36
OD2611,Veronica,Beverages,Health Drinks,Krishnagiri,1999,359.82
OD2612,Sheeba,Bakery,Biscuits,Kanyakumari,2052,143.64
OD2613,Arvind,Bakery,Breads & Buns,Viluppuram,728,94.64
OD2614,Sharon,Bakery,Breads & Buns,Karur,1151,368.32
OD2615,Vince,"Eggs, Meat & Fish",Chicken,Coimbatore,2134,533.5
OD2616,Krithika,Bakery,Cakes,Nagercoil,864,267.84
OD2617,Surya,Oil & Masala,Edible Oil & Ghee,Krishnagiri,687,103.05
OD2618,Akash,Oil & Masala,Edible Oil & Ghee,Kanyakumari,2342,608.92
OD2619,Sheeba,Fruits & Veggies,Organic Fruits,Tenkasi,1090,316.1
OD2620,Ridhesh,Fruits & Veggies,Fresh Fruits,Karur,1334,413.54
OD2621,Ram,Snacks,Chocolates,Theni,2261,610.47
OD2622,Komal,Snacks,Chocolates,Vellore,2220,865.8
